165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165
165 172 172 172 172 172 172 172 172 172 172 172 172 172 238 172 172 172 172 165
165 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 165
165 172 172 172 172 165 172 172 172 172 172 172 172 172 172 172 172 172 172 165
165 172 172 172 172 165 172 172 172 172 172 172 172 172 172 172 172 238 172 165
165 165 165 165 165 165 172 172 172 172 172 172 172 172 172 172 172 172 172 165
165 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 165
165 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 165
165 172 172 172 172 238 172 172 172 172 172 172 238 172 172 172 172 172 172 165
165 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 165
165 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 165
165 165 165 165 165 165 165 165 165 165 172 172 172 172 172 172 172 172 172 165
245 245 245 245 245 245 245 245 245 245 245 245 245 245 172 172 172 172 172 165
165 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 172 165
165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165
